#,Name,Symbol,MarketCap,Price,CirculatingSupply,Volume24h,%1h,%24h,%7d
266,ION  ION,ION,62081850.0,3.29,18845290.0,551220.0,-2.44,2.11,2.6
267,AIR  AirToken,AIR,62000190.0,0.059048,1050000000.0,1150120.0,-1.5,43.46,83.6
268,STX  Stox,STX,61633335.0,1.45,42616257.0,3175540.0,0.56,19.66,65.04
269,HVN  Hive,HVN,59498250.0,0.158662,375000000.0,1284980.0,1.66,-3.24,85.52
270,XWC  WhiteCoin,XWC,58862352.0,0.23675700000000002,248619267.0,3617300.0,-0.02,0.86,9.01
271,DRT  DomRaider,DRT,58705724.0,0.099249,591500000.0,16819.0,0.63,-1.08,117.25
272,MUE  MonetaryUnit,MUE,58635134.0,0.48140200000000005,121800769.0,3601260.0,-0.29,3.72,36.61
273,BTX  Bitcore,BTX,58432626.0,26.66,2191763.0,4169050.0,-0.62,-7.1,27.11
274,GOLOS  Golos,GOLOS,57636806.0,0.462876,124518891.0,248503.0,0.35,2.38,56.36
275,FLIXX  Flixxo,FLIXX,57136784.0,0.79293,72057791.0,1276800.0,-3.86,71.94,308.67
276,FLDC  FoldingCoin,FLDC,56367416.0,0.100863,558851270.0,5359600.0,4.47,6.1,96.15
277,XRL  Rialto,XRL,55982200.0,0.559822,100000000.0,187424.0,-4.75,31.44,51.33
278,KICK  KickCoin,KICK,54389179.0,0.16936400000000001,321137782.0,3261150.0,1.16,-2.6,252.33
279,RADS  Radium,RADS,53039026.0,15.49,3425010.0,3052720.0,1.77,16.64,21.65
280,NEOS  NeosCoin,NEOS,52478452.0,14.4,3644590.0,1472120.0,-2.46,3.94,-7.98
281,LKK  Lykke,LKK,52313849.0,0.19726,265202519.0,173108.0,0.05,-0.54,-10.52
282,MUSIC  Musicoin,MUSIC,52066002.0,0.095282,546438814.0,9021360.0,-4.0,32.53,80.94
283,OK  OKCash,OK,52061595.0,0.707313,73604748.0,3379330.0,-0.14,5.53,33.71
284,SPRTS  Sprouts,SPRTS,50570463.0,2.7000000000000002e-05,1845697971974.0,3215800.0,0.22,56.21,676.83
285,ELIX  Elixir,ELIX,49832518.0,1.64,30295718.0,2135090.0,-3.85,-5.41,96.39
286,NXC  Nexium,NXC,49571553.0,0.7451949999999999,66521586.0,1502010.0,3.08,-6.67,56.25
287,VOISE  Voise,VOISE,48932506.0,0.076099,643012000.0,2988130.0,-1.22,51.56,498.51
288,PHR  Phore,PHR,47390194.0,5.84,8110135.0,872587.0,-1.73,13.18,28.94
289,TIPS  FedoraCoin,TIPS,47023690.0,0.000106,443168182458.0,152868.0,5.57,8.22,198.51
290,COVAL  Circuits of V...,COVAL,46514700.0,0.046515,1000000000.0,1714800.0,-0.96,8.94,117.47
291,VRC  VeriCoin,VRC,46404690.0,1.52,30571638.0,1717830.0,0.77,-2.64,61.02
292,POLL  ClearPoll,POLL,46390340.0,6.63,6999991.0,1318260.0,2.07,36.23,176.37
293,MINT  Mintcoin,MINT,46204822.0,0.001852,24947260808.0,3223490.0,2.63,99.92,345.34
294,PRG  Paragon,PRG,46000012.0,0.708383,64936640.0,118222.0,-7.33,11.54,-9.99
295,ALIS  ALIS,ALIS,45401996.0,1.18,38538648.0,445602.0,-4.03,14.89,50.86
296,DBET  DecentBet,DBET,45380233.0,0.498721,90993227.0,182897.0,-3.72,6.44,-4.96
297,RBY  Rubycoin,RBY,45290261.0,1.8,25169506.0,172863.0,2.64,-0.81,25.82
298,HEAT  HEAT,HEAT,45266451.0,1.44,31403632.0,74120.0,1.41,-5.51,88.41
299,DOVU  Dovu,DOVU,44980799.0,0.705455,63761400.0,391806.0,5.92,70.31,202.3
300,NMR  Numeraire,NMR,44172810.0,34.08,1296166.0,2676330.0,0.34,6.91,13.1
301,DIVX  Divi,DIVX,44106219.0,8.58,5143007.0,558102.0,-1.81,73.03,361.99
302,PTOY  Patientory,PTOY,43826790.0,0.626097,70000000.0,3969910.0,-3.21,6.25,14.81
303,GCR  Global Curren...,GCR,43790965.0,0.42274799999999996,103586452.0,1593000.0,7.12,6.08,66.93
304,XST  Stealthcoin,XST,43510792.0,1.57,27795141.0,1157980.0,0.84,29.89,64.91
305,PLBT  Polybius,PLBT,43402594.0,11.36,3820954.0,1121820.0,-0.01,-4.76,126.13
306,PST  Primas,PST,43348634.0,0.8466530000000001,51200000.0,1759530.0,0.52,13.4,52.55
307,LINDA  Linda,LINDA,43292833.0,0.0072109999999999995,6003429666.0,8568080.0,24.95,174.93,743.04
308,CAG  Change,CAG,43272726.0,1.17,37109887.0,1269140.0,2.35,59.57,105.34
309,NSR  NuShares,NSR,42678947.0,0.015365,2777600756.0,119165.0,0.01,-22.43,29.89
310,CREDO  Credo,CREDO,41677997.0,0.075793,549891703.0,91410.0,-5.03,29.69,106.28
311,EAC  EarthCoin,EAC,41499359.0,0.0035700000000000003,11624958751.0,4436970.0,-2.57,99.6,316.83
312,SBD  Steem Dollars,SBD,41338328.0,7.85,5268257.0,3793020.0,-0.76,2.32,10.0
313,ONION  DeepOnion,ONION,41210546.0,8.71,4733873.0,1130600.0,3.34,32.49,16.72
314,PBL  Publica,PBL,40967376.0,2.2,18582933.0,1129820.0,-1.41,10.76,217.03
315,INCNT  Incent,INCNT,40577532.0,0.8818020000000001,46016602.0,449220.0,-1.17,-9.3,51.14
316,GEO  GeoCoin,GEO,40496157.0,12.0,3373499.0,3314720.0,3.49,-16.46,383.47
317,MYST  Mysterium,MYST,40375455.0,2.08,19429024.0,1123680.0,1.03,7.18,24.46
318,XLR  Solaris,XLR,39945666.0,43.91,909785.0,891343.0,3.18,7.32,281.96
319,AVT  Aventus,AVT,39645240.0,6.61,6000000.0,8636740.0,2.0,32.97,75.18
320,HUSH  Hush,HUSH,39568016.0,17.64,2242500.0,4321400.0,-10.51,143.73,173.9
321,XNN  Xenon,XNN,39546600.0,0.131822,300000000.0,14076.0,0.07,0.99,36.74
322,PKT  Playkey,PKT,38775487.0,2.87,13521081.0,139229.0,-15.27,4.49,255.3
323,IFT  InvestFeed,IFT,38257113.0,0.1999,191381257.0,331926.0,2.09,27.66,139.41
324,ZOI  Zoin,ZOI,38078243.0,2.39,15947800.0,404953.0,3.67,-0.32,78.8
325,ECC  ECC,ECC,37919500.0,0.001517,25000000000.0,218363.0,12.41,-2.95,48.08
326,POSW  PoSW Coin,POSW,37661488.0,0.854002,44100000.0,478224.0,0.4,5.47,78.48
327,TIME  Chronobank,TIME,37183140.0,52.36,710113.0,807319.0,-1.09,15.95,149.15
328,SWT  Swarm City,SWT,36975540.0,4.61,8016899.0,2231440.0,-9.92,13.01,3.51
329,WILD  Wild Crypto,WILD,36945285.0,1.52,24373456.0,698261.0,-1.2,9.21,371.03
330,FLO  FlorinCoin,FLO,36940974.0,0.261721,141146391.0,926541.0,-0.39,7.62,33.71
331,ORME  Ormeus Coin,ORME,36939492.0,2.17,17029321.0,588154.0,-1.16,5.2,8.29
332,QAU  Quantum,QAU,36441974.0,0.47517299999999996,76692014.0,80937.0,0.4,12.48,16.07
333,PIX  Lampix,PIX,35538567.0,0.283578,125322017.0,742891.0,-0.42,7.64,133.39
334,PINK  PinkCoin,PINK,35422322.0,0.093832,377506299.0,4055450.0,-2.85,18.33,71.67
335,BIS  Bismuth,BIS,34695530.0,5.06,6863471.0,642695.0,2.53,26.44,76.84
336,DTB  Databits,DTB,34503648.0,1.52,22747809.0,290511.0,1.1,2.5,40.45
337,ART  Maecenas,ART,34271977.0,1.14,30150150.0,64009.0,12.23,49.17,140.21
338,LOC  LockChain,LOC,34105328.0,2.43,14043321.0,307851.0,7.18,22.76,280.69
339,IOP  Internet of P...,IOP,33877694.0,10.28,3295367.0,2786550.0,0.04,5.46,50.61
340,SNC  SunContract,SNC,33817499.0,0.30965,109212011.0,1667490.0,7.66,20.0,32.2
341,TGT  Target Coin,TGT,33789355.0,0.035477,952429892.0,12452.0,16.18,82.85,160.89
342,CLAM  Clams,CLAM,33458750.0,11.93,2804260.0,664354.0,-1.21,2.74,22.88
343,MYB  MyBit Token,MYB,33146078.0,11.84,2799476.0,130995.0,-13.83,51.04,156.41
344,OTN  Open Trading ...,OTN,33045291.0,9.2,3592379.0,103397.0,-0.42,3.6,-7.34
345,PND  Pandacoin,PND,32860550.0,0.001011,32514916898.0,1512990.0,-1.4,-29.67,782.87
346,SOAR  Soarcoin,SOAR,32533851.0,0.041951999999999996,775499930.0,191043.0,-0.39,10.8,43.45
347,BMC  Blackmoon Crypto,BMC,32078084.0,1.54,20882538.0,3041530.0,0.39,10.04,114.61
348,ENRG  Energycoin,ENRG,31951335.0,0.262909,121530016.0,310096.0,-5.36,6.8,40.59
349,CURE  Curecoin,CURE,31899090.0,1.34,23830723.0,679170.0,-1.96,11.51,83.75
350,OCT  OracleChain,OCT,31786800.0,1.06,30000000.0,371283.0,1.14,8.22,37.29
351,WCT  Waves Communi...,WCT,31166736.0,3.12,9973579.0,178712.0,-6.98,-2.91,0.53
352,NIO  Autonio,NIO,31070946.0,0.472001,65828135.0,366054.0,-0.58,69.53,942.9
353,ECN  E-coin,ECN,30196960.0,6.12,4932725.0,5856.0,-4.46,26.31,141.86
354,HDG  Hedge,HDG,30062162.0,8.1,3709674.0,288402.0,3.57,46.71,80.25
355,ECOB  Ecobit,ECOB,29734933.0,0.06690399999999999,444444444.0,19877.0,-0.08,11.06,151.78
356,GAM  Gambit,GAM,29554999.0,24.62,1200218.0,31009.0,-1.27,3.26,27.97
357,OBITS  OBITS,OBITS,29541448.0,1.88,15674600.0,90256.0,-0.55,-9.22,24.89
358,ABY  ArtByte,ABY,29369528.0,0.037058,792537250.0,2509910.0,2.71,14.39,72.42
359,XPM  Primecoin,XPM,29330750.0,1.33,22002078.0,5860570.0,-3.05,51.69,83.6
360,SPR  SpreadCoin,SPR,29084507.0,3.1,9378801.0,5337630.0,5.67,36.68,245.91
361,BLUE  BLUE,BLUE,29033417.0,0.866418,33509711.0,314422.0,-6.55,8.21,103.53
362,ODN  Obsidian,ODN,28972250.0,1.16,25000000.0,1435450.0,2.41,13.78,85.48
363,ESP  Espers,ESP,28857306.0,0.0013830000000000001,20869503431.0,404537.0,3.34,18.8,187.14
364,BSD  BitSend,BSD,28840895.0,1.62,17763875.0,1279510.0,-3.7,9.74,32.29
365,RMC  Russian Miner...,RMC,28740148.0,19071.1,1507.0,113581.0,-9.15,-9.88,14.28
366,ATB  ATBCoin,ATB,28300016.0,0.704997,40142037.0,4609730.0,0.91,12.5,64.08
367,BBR  Boolberry,BBR,28003313.0,2.61,10720038.0,54317.0,-0.04,19.75,54.45
368,BITUSD  bitUSD,BITUSD,27990821.0,0.940947,29747500.0,3921400.0,-0.5,1.09,-0.95
369,BQ  bitqy,BQ,27865116.0,0.009564,2913459826.0,12131.0,-4.14,-0.15,21.86
370,WISH  MyWish,WISH,27775602.0,1.55,17873502.0,571308.0,2.63,12.76,204.85
371,CRED  Verify,CRED,27769749.0,2.32,11979117.0,711893.0,1.59,6.08,179.87
372,SEQ  Sequence,SEQ,27475592.0,0.6067140000000001,45285905.0,521504.0,5.33,15.19,40.71
373,SPF  SportyFi,SPF,27114946.0,0.54697,49573003.0,1207930.0,1.7,26.54,251.02
374,BET  DAO.Casino,BET,27080477.0,0.161896,167270821.0,121035.0,0.53,8.3,110.64
375,XVC  Vcash,XVC,26561839.0,1.73,15376329.0,1574790.0,-2.99,19.15,36.76
376,ICOS  ICOS,ICOS,26323388.0,45.57,577688.0,100987.0,5.04,21.28,52.03
377,CAT  BlockCAT,CAT,26191138.0,3.56,7360121.0,418827.0,-12.94,21.86,110.7
378,FRST  FirstCoin,FRST,26129180.0,13.97,1869936.0,337727.0,0.42,-1.35,-2.73
379,BTM  Bitmark,BTM,25946533.0,3.37,7704000.0,130975.0,1.49,11.42,58.75
380,BCY  Bitcrystals,BCY,25835717.0,1.11,23187059.0,296031.0,1.26,8.01,25.97
381,GMT  Mercury Protocol,GMT,25501901.0,0.151069,168809625.0,207924.0,0.38,102.03,166.31
382,DNA  EncrypGen,DNA,24982737.0,0.558728,44713594.0,210969.0,-1.94,4.31,-3.17
383,CSNO  BitDice,CSNO,24804430.0,0.35434899999999997,70000000.0,153758.0,-4.54,-11.39,-10.16
384,DOPE  DopeCoin,DOPE,24485268.0,0.20955300000000002,116845228.0,1807050.0,2.63,17.71,-20.31
385,OXY  Oxycoin,OXY,23999324.0,0.280638,85517016.0,46179.0,0.75,19.45,49.37
386,PLU  Pluton,PLU,23751366.0,27.94,850000.0,12782.0,0.51,-3.54,38.49
387,CANN  CannabisCoin,CANN,23456962.0,0.303724,77231176.0,2788840.0,1.89,12.53,-25.61
388,HBT  Hubii Network,HBT,22690627.0,1.73,13097723.0,109550.0,1.95,122.04,364.31
389,LEO  LEOcoin,LEO,22552848.0,0.234923,96001020.0,23792.0,0.07,4.41,9.2
390,SPHR  Sphere,SPHR,22454904.0,7.28,3082940.0,3903040.0,-0.53,7.05,24.11
391,XUC  Exchange Union,XUC,22449000.0,11.22,2000000.0,425258.0,-0.54,-0.39,29.27
392,UNO  Unobtanium,UNO,22236581.0,112.29,198033.0,31581.0,0.67,9.26,37.34
393,DICE  Etheroll,DICE,21856615.0,3.12,7001623.0,19312.0,-2.33,0.84,16.33
394,XMCC  Monoeci,XMCC,21331364.0,7.5,2844155.0,375662.0,0.41,36.66,240.98
395,PTC  Pesetacoin,PTC,21250926.0,0.160751,132197784.0,463650.0,-1.78,14.63,63.98
396,1337  1337,1337,21126892.0,0.000863,24466722293.0,660271.0,3.16,33.57,194.52
397,DBIX  DubaiCoin,DBIX,21117982.0,11.6,1820971.0,827442.0,-3.2,32.17,83.05
398,PFR  Payfair,PFR,20926099.0,0.275089,76070288.0,449640.0,2.68,92.12,658.52
399,CRC  CrowdCoin,CRC,20566356.0,32.04,641930.0,720949.0,-9.59,64.43,300.28
400,ATMS  Atmos,ATMS,20261862.0,0.201901,100355432.0,116385.0,-4.98,2.33,67.5
401,BWK  Bulwark,BWK,20020482.0,11.04,1813449.0,659496.0,0.88,12.89,63.85
402,QWARK  Qwark,QWARK,20017433.0,0.444913,44991792.0,602826.0,1.66,6.89,30.58
403,NVST  NVO,NVST,19994850.0,1.33,15000000.0,28105.0,0.79,38.52,44.59
404,SXC  Sexcoin,SXC,19921698.0,0.15850999999999998,125681020.0,115934.0,1.14,-9.26,-29.01
405,TX  TransferCoin,TX,19751969.0,3.15,6277521.0,962441.0,1.08,7.72,7.39
406,VRM  VeriumReserve,VRM,19516042.0,13.52,1443398.0,2337920.0,-0.26,-20.86,102.86
407,XAUR  Xaurum,XAUR,19380933.0,0.152478,127106420.0,62513.0,0.89,6.88,9.65
408,SNRG  Synergy,SNRG,19277686.0,5.8,3324473.0,272882.0,0.38,8.58,60.84
409,HYP  HyperStake,HYP,18928119.0,0.01719,1101125034.0,228998.0,-2.2,8.25,131.15
410,PRIX  Privatix,PRIX,18878334.0,15.96,1182668.0,269354.0,1.98,74.05,231.75
411,TFL  TrueFlip,TFL,18824765.0,3.01,6247267.0,991441.0,3.18,40.71,82.14
412,TCC  The ChampCoin,TCC,18817366.0,0.114096,164925727.0,2910.0,-0.08,1.52,28.77
413,ZNY  Bitzeny,ZNY,18805553.0,0.248703,75614500.0,307202.0,-1.28,17.42,33.35
414,BELA  Bela,BELA,18736268.0,0.47593599999999997,39367200.0,496001.0,0.39,2.7,67.97
415,ALQO  ALQO,ALQO,18629845.0,1.02,18261690.0,199333.0,-0.93,16.11,31.38
416,SUMO  Sumokoin,SUMO,18594431.0,6.58,2827061.0,1007790.0,0.95,61.26,-13.7
417,BRX  Breakout Stake,BRX,18495482.0,2.95,6268082.0,2475660.0,0.84,22.97,108.9
418,UNIT  Universal Cur...,UNIT,18390666.0,1.46,12586691.0,92938.0,1.14,-1.76,27.97
419,NTRN  Neutron,NTRN,18181755.0,0.547896,33184682.0,56245.0,-7.13,15.8,65.26
420,TZC  TrezarCoin,TZC,18070935.0,0.210588,85811800.0,83418.0,7.27,19.72,71.04
421,START  Startcoin,START,18056933.0,0.400555,45079785.0,1449770.0,-0.13,10.51,98.06
422,ZEIT  Zeitcoin,ZEIT,18044407.0,0.000488,36971167786.0,72517.0,1.92,55.62,262.56
423,2GIVE  2GIVE,2GIVE,17963167.0,0.034589999999999996,519312274.0,1383740.0,0.82,14.93,67.85
424,VSX  Vsync,VSX,17908336.0,0.111899,160040176.0,153778.0,3.11,-1.35,198.89
425,GBX  GoByte,GBX,17647980.0,39.99,441293.0,625166.0,0.49,6.79,47.27
426,UFO  UFO Coin,UFO,17279528.0,0.004887,3535511262.0,70847.0,-2.45,-0.88,60.69
427,MEME  Memetic / Pep...,MEME,17119060.0,0.9064989999999999,18884808.0,1823870.0,3.14,1.69,20.42
428,UFR  Upfiring,UFR,16818336.0,1.17,14400000.0,1308980.0,8.71,125.39,192.31
429,XBC  Bitcoin Plus,XBC,16789820.0,160.62,104529.0,232924.0,-1.26,7.86,19.49
430,GLD  GoldCoin,GLD,16774054.0,0.411674,40745964.0,305241.0,-0.53,9.38,59.21
431,AUR  Auroracoin,AUR,16476006.0,1.9,8658139.0,448187.0,-2.28,12.27,-12.91
432,INXT  Internxt,INXT,16384203.0,26.02,629610.0,137405.0,12.21,-12.32,82.91
433,BDL  Bitdeal,BDL,16361003.0,0.093181,175583793.0,241176.0,-2.0,-15.18,-10.52
434,B2B  B2B,B2B,16325050.0,0.9967530000000001,16378230.0,29309.0,-0.86,34.96,49.09
435,CRB  Creditbit,CRB,16323593.0,0.9886,16511828.0,1211400.0,-2.21,6.45,35.82
436,RIC  Riecoin,RIC,16277234.0,0.402414,40448975.0,436319.0,-0.44,23.09,95.74
437,QVT  Qvolta,QVT,16084178.0,2.39,6731528.0,359023.0,2.04,1.1,455.46
438,WDC  WorldCoin,WDC,16000080.0,0.13588599999999998,117746345.0,271930.0,-1.89,73.3,242.12
439,AC  AsiaCoin,AC,15994035.0,0.012977,1232500471.0,8947.0,-3.26,-20.43,189.25
440,NVC  Novacoin,NVC,15837469.0,8.13,1947880.0,320310.0,0.05,4.7,41.0
441,BUZZ  BuzzCoin,BUZZ,15723729.0,0.001425,11031022268.0,566065.0,-0.16,56.1,299.93
442,SSS  Sharechain,SSS,15686916.0,0.008995,1744023561.0,114130.0,-6.63,41.18,66.77
443,KORE  Kore,KORE,15527049.0,7.68,2022465.0,1308340.0,-2.09,6.63,30.04
444,IND  Indorse Token,IND,15256501.0,0.32803899999999997,46508192.0,964791.0,-2.75,6.83,94.95
445,SEND  Social Send,SEND,15219918.0,0.48360200000000003,31471990.0,490809.0,9.31,31.85,79.02
446,BUN  BunnyCoin,BUN,15159661.0,0.000148,102410072709.0,4044.0,2.43,99.15,1164.93
447,QRK  Quark,QRK,14826608.0,0.058425,253772077.0,324257.0,25.27,64.19,252.76
448,INN  Innova,INN,14792481.0,11.13,1328718.0,356128.0,-0.71,15.41,101.33
449,EXCL  ExclusiveCoin,EXCL,14749824.0,3.35,4405576.0,1176640.0,-0.56,4.87,26.78
450,HWC  HollyWoodCoin,HWC,14613891.0,15.36,951605.0,632053.0,-0.04,-8.0,11.97
451,BLITZ  Blitzcash,BLITZ,14569749.0,3.54,4117505.0,287301.0,-0.08,7.27,15.27
452,FOR  FORCE,FOR,14503174.0,0.136633,106146936.0,39765.0,0.92,14.53,254.57
453,BTDX  Bitcloud,BTDX,14456601.0,0.841938,17170625.0,33898.0,-0.04,6.19,80.21
454,ARC  Arcade Token,ARC,14392464.0,9.56,1505368.0,1521.0,1.54,7.76,152.68
455,SCL  Social,SCL,14292325.0,0.85511,16714020.0,151352.0,-4.49,5.35,174.52
456,OPT  Opus,OPT,14067309.0,0.100423,140080549.0,132158.0,16.57,46.14,134.33
457,USNBT  NuBits,USNBT,14053714.0,1.42,9910801.0,7980180.0,41.75,45.32,43.21
458,ZEPH  Zephyr,ZEPH,14052732.0,0.11153800000000001,125990535.0,34400.0,-2.72,9.97,53.92
459,DRP  DCORP,DRP,13999144.0,1.73,8094002.0,224645.0,6.04,26.45,143.47
460,APX  APX,APX,13990590.0,19.9,703179.0,225752.0,-0.15,1.4,36.95
461,FYP  FlypMe,FYP,13977455.0,0.792432,17638681.0,84175.0,-0.93,46.79,95.2
462,REAL  REAL,REAL,13902569.0,1.38,10055817.0,65826.0,0.42,41.97,192.2
463,PIRL  Pirl,PIRL,13812409.0,1.89,7315236.0,278944.0,1.04,0.33,37.7
464,MTNC  Masternodecoin,MTNC,13805315.0,0.295941,46648875.0,37810.0,-4.43,0.68,48.35
465,EDR  E-Dinar Coin,EDR,13761277.0,0.015528,886211988.0,325182.0,-0.09,9.85,18.62
466,B3  B3Coin,B3,13729994.0,0.027744,494885141.0,1816100.0,-0.04,7628.79,6736.44
467,BBT  BitBoost,BBT,13636093.0,2.8,4862878.0,414728.0,-9.79,81.12,896.35
468,VSL  vSlice,VSL,13623890.0,0.408017,33390496.0,14927.0,-0.03,-22.59,105.37
469,SYNX  Syndicate,SYNX,13528425.0,0.793625,17046370.0,657581.0,-1.19,-3.12,23.99
470,NOTE  DNotes,NOTE,13403620.0,0.102623,130610288.0,36595.0,-0.92,18.64,104.31
471,LUX  LUXCoin,LUX,13327355.0,16.72,797010.0,1403420.0,-1.16,15.52,78.64
472,CRAVE  Crave,CRAVE,13193196.0,8.92,1478269.0,56603.0,6.15,9.6,84.15
473,CHIPS  CHIPS,CHIPS,12904932.0,0.631825,20424852.0,5317.0,-0.04,45.94,89.58
474,TOA  ToaCoin,TOA,12781956.0,0.009602,1331155614.0,53205.0,-2.75,-5.93,64.19
475,REX  REX,REX,12682378.0,1.46,8660756.0,35101.0,-20.81,3.08,224.66
476,BTCZ  BitcoinZ,BTCZ,12644442.0,0.014774,855875108.0,245637.0,2.6,14.08,182.42
477,HGT  HelloGold,HGT,12635790.0,0.048038,263034654.0,118831.0,0.51,5.02,52.99
478,ETT  EncryptoTel [...,ETT,12540994.0,0.201847,62131190.0,13041.0,-28.94,-30.0,-9.21
479,BRK  Breakout,BRK,12536851.0,0.691037,18142083.0,933934.0,-4.53,-4.31,51.83
480,CVCOIN  CVCoin,CVCOIN,12531790.0,1.27,9837033.0,16750.0,18.21,27.84,90.33
481,XCN  Cryptonite,XCN,12505614.0,0.032882999999999996,380306370.0,1812210.0,-12.49,133.08,250.81
482,XFT  Footy Cash,XFT,12428829.0,2.72,4566418.0,500638.0,-0.05,68.98,274.4
483,ERO  Eroscoin,ERO,12370436.0,0.10780899999999999,114744000.0,533846.0,0.22,5.19,29.29
484,EBST  eBoost,EBST,12334440.0,1.03,12000000.0,8804130.0,3.14,37.95,220.42
485,PUT  PutinCoin,PUT,12028743.0,0.038043,316191398.0,51749.0,-1.86,34.05,86.99
486,ERC  EuropeCoin,ERC,11966785.0,1.2,9975563.0,433248.0,0.12,6.52,28.04
487,XMG  Magi,XMG,11791472.0,1.52,7745572.0,1180180.0,1.06,-2.25,30.79
488,ADST  AdShares,ADST,11572690.0,0.769487,15039487.0,68695.0,10.41,0.53,106.71
489,PDC  Project Decorum,PDC,11460150.0,0.22920300000000002,50000000.0,109603.0,-2.24,-1.19,19.28
490,BPL  Blockpool,BPL,11417749.0,0.512147,22293890.0,30164.0,-3.5,-17.25,11.25
491,MAG  Magnet,MAG,11383500.0,1.28,8922777.0,157698.0,0.09,24.7,89.68
492,ANC  Anoncoin,ANC,11381319.0,5.39,2110317.0,28075.0,-0.04,46.62,98.64
493,PURE  Pure,PURE,11304541.0,3.75,3014681.0,102100.0,1.1,-7.06,46.06
494,DYN  Dynamic,DYN,11135179.0,5.9,1887926.0,1342310.0,3.72,1.71,17.35
495,PZM  PRIZM,PZM,11038499.0,0.859516,12842692.0,6406.0,0.16,-4.48,-2.59
496,ITNS  IntenseCoin,ITNS,10942223.0,0.033842000000000004,323336465.0,66474.0,0.91,14.69,6.48
497,FRD  Farad,FRD,10774699.0,0.081661,131943765.0,31869.0,-5.03,-17.91,29.71
498,TRUST  TrustPlus,TRUST,10707072.0,0.33369299999999996,32086595.0,313454.0,-1.36,-1.1,41.28
499,VTR  vTorrent,VTR,10663569.0,0.9859100000000001,10815966.0,244848.0,-0.41,2.58,64.25
500,ASTRO  Astro,ASTRO,10584847.0,3.19,3313833.0,44634.0,0.4,-5.78,-10.62
501,ADC  AudioCoin,ADC,10414646.0,0.012415,838869248.0,64074.0,2.22,23.24,183.99
502,HUC  HunterCoin,HUC,10383068.0,0.499191,20799790.0,134003.0,1.58,17.39,67.05
503,RUP  Rupee,RUP,10287652.0,0.451495,22785750.0,178412.0,-2.45,31.38,51.0
504,CREA  Creativecoin,CREA,10272072.0,0.784459,13094466.0,58963.0,0.44,7.52,47.55
505,LIFE  LIFE,LIFE,10201499.0,0.001234,8266011844.0,512532.0,0.21,11.22,87.21
506,808  808Coin,808,10056740.0,0.0025280000000000003,3978187849.0,1819.0,7.1,623.12,1818.41
507,TRC  Terracoin,TRC,10000429.0,0.454453,22005421.0,126268.0,-2.4,7.77,96.48
508,REC  Regalcoin,REC,9888052.0,2.78,3555242.0,903747.0,1.67,-2.77,-32.13
509,DOT  Dotcoin,DOT,9874707.0,0.035858999999999995,275377500.0,889004.0,3.47,30.96,143.21
510,CHC  ChainCoin,CHC,9733593.0,0.675475,14409998.0,134468.0,-2.9,10.4,54.96
511,SWIFT  Bitswift,SWIFT,9501616.0,2.34,4069197.0,196407.0,-0.04,1.52,28.71
512,EGC  EverGreenCoin,EGC,9466756.0,0.710648,13321301.0,175293.0,1.98,3.05,27.32
513,VIVO  VIVO,VIVO,9448378.0,9.36,1009815.0,299558.0,-4.03,-3.04,113.04
514,BON  Bonpay,BON,9224323.0,0.817013,11290301.0,59933.0,-10.23,-6.08,22.1
515,FLT  FlutterCoin,FLT,9014338.0,0.027975999999999997,322214524.0,207495.0,15.69,40.14,415.52
516,PKB  ParkByte,PKB,8968137.0,1.88,4764026.0,949181.0,0.72,-4.24,49.0
517,RKC  Royal Kingdom...,RKC,8852544.0,3.28,2700000.0,654629.0,-25.37,16.0,422.15
518,ATL  ATLANT,ATL,8741742.0,0.661,13225026.0,100783.0,-3.75,2.02,140.55
519,MBRS  Embers,MBRS,8649750.0,0.172995,50000000.0,69439.0,1.93,-6.92,74.12
520,KRB  Karbo,KRB,8564236.0,1.68,5093363.0,153371.0,0.25,-0.36,-2.47
521,MXT  MarteXcoin,MXT,8427264.0,2.96,2846722.0,6841.0,-1.03,-6.61,16.51
522,XGOX  XGOX,XGOX,8263210.0,0.008305,994922539.0,252049.0,2.4,50.33,255.26
523,PING  CryptoPing,PING,8220525.0,0.82601,9952089.0,302010.0,-0.05,12.45,28.05
524,GOOD  Goodomy,GOOD,8109470.0,0.018333000000000002,442350000.0,2701.0,1.98,9.37,30.38
525,YOC  Yocoin,YOC,8106346.0,0.074084,109421600.0,41915.0,1.14,-6.4,29.87
526,IXC  Ixcoin,IXC,7997629.0,0.380856,20999088.0,2475.0,-0.32,-7.21,82.07
527,KLC  KiloCoin,KLC,7947693.0,0.040487999999999996,196297971.0,5834.0,-5.1,229.74,282.72
528,SMART  SmartBillions,SMART,7926707.0,1.13,7039267.0,55307.0,0.4,35.25,104.22
529,BLU  BlueCoin,BLU,7748230.0,0.013483000000000002,574683675.0,9164.0,-0.99,-6.94,33.03
530,EQT  EquiTrader,EQT,7715537.0,0.771356,10002564.0,61349.0,-2.27,-10.53,45.88
531,ZRC  ZrCoin,ZRC,7688189.0,2.02,3807146.0,47748.0,-4.96,-6.53,-26.32
532,FJC  FujiCoin,FJC,7473349.0,0.005961,1253778740.0,247024.0,-6.5,73.93,305.84
533,MCAP  MCAP,MCAP,7471041.0,0.712206,10490000.0,117572.0,1.52,6.75,28.53
